[2026-04-09 10:02:48] VIN:TITAN-AI-V10-DEMO | TEMP:91.2 | RPM:5184
[2026-04-09 10:02:50] VIN:TITAN-AI-V10-DEMO | TEMP:91.7 | RPM:4941
[2026-04-09 10:02:52] VIN:TITAN-AI-V10-DEMO | TEMP:91.7 | RPM:5447
[2026-04-09 10:02:53] VIN:TITAN-AI-V10-DEMO | TEMP:91.4 | RPM:5457
[2026-04-09 10:02:54] VIN:TITAN-AI-V10-DEMO | TEMP:90.9 | RPM:5410
[2026-04-09 10:02:56] VIN:TITAN-AI-V10-DEMO | TEMP:91.9 | RPM:4797
[2026-04-09 10:02:57] VIN:TITAN-AI-V10-DEMO | TEMP:91.2 | RPM:3412
[2026-04-09 10:02:58] VIN:TITAN-AI-V10-DEMO | TEMP:91.1 | RPM:3892
[2026-04-09 10:02:59] VIN:TITAN-AI-V10-DEMO | TEMP:91.8 | RPM:4683
[2026-04-09 10:03:00] VIN:TITAN-AI-V10-DEMO | TEMP:90.9 | RPM:5101
[2026-04-09 10:03:01] VIN:TITAN-AI-V10-DEMO | TEMP:91.6 | RPM:4120
[2026-04-09 10:03:02] VIN:TITAN-AI-V10-DEMO | TEMP:91.3 | RPM:3116
[2026-04-09 10:03:03] VIN:TITAN-AI-V10-DEMO | TEMP:91.8 | RPM:2554
[2026-04-09 10:03:04] VIN:TITAN-AI-V10-DEMO | TEMP:92.0 | RPM:4250
[2026-04-09 10:03:05] VIN:TITAN-AI-V10-DEMO | TEMP:92.0 | RPM:5687
[2026-04-09 10:03:06] VIN:TITAN-AI-V10-DEMO | TEMP:91.5 | RPM:3856
[2026-04-09 10:03:07] VIN:TITAN-AI-V10-DEMO | TEMP:90.9 | RPM:4713
[2026-04-09 10:03:08] VIN:TITAN-AI-V10-DEMO | TEMP:92.0 | RPM:4575
[2026-04-09 10:03:09] VIN:TITAN-AI-V10-DEMO | TEMP:90.9 | RPM:5641
[2026-04-09 10:03:10] VIN:TITAN-AI-V10-DEMO | TEMP:92.4 | RPM:5568
[2026-04-09 10:03:11] VIN:TITAN-AI-V10-DEMO | TEMP:91.6 | RPM:3874
[2026-04-09 10:03:12] VIN:TITAN-AI-V10-DEMO | TEMP:92.8 | RPM:5421
[2026-04-09 10:03:13] VIN:TITAN-AI-V10-DEMO | TEMP:91.2 | RPM:4804
[2026-04-09 10:03:14] VIN:TITAN-AI-V10-DEMO | TEMP:92.2 | RPM:4154
[2026-04-09 10:03:15] VIN:TITAN-AI-V10-DEMO | TEMP:93.0 | RPM:5076
[2026-04-09 10:03:16] VIN:TITAN-AI-V10-DEMO | TEMP:92.6 | RPM:3561
[2026-04-09 10:03:17] VIN:TITAN-AI-V10-DEMO | TEMP:91.8 | RPM:3269
[2026-04-09 10:03:18] VIN:TITAN-AI-V10-DEMO | TEMP:93.5 | RPM:2924
[2026-04-09 10:03:19] VIN:TITAN-AI-V10-DEMO | TEMP:92.5 | RPM:5041
[2026-04-09 10:03:20] VIN:TITAN-AI-V10-DEMO | TEMP:93.5 | RPM:2653
[2026-04-09 10:03:21] VIN:TITAN-AI-V10-DEMO | TEMP:92.7 | RPM:5447
[2026-04-09 10:03:22] VIN:TITAN-AI-V10-DEMO | TEMP:92.0 | RPM:4344
[2026-04-09 10:03:23] VIN:TITAN-AI-V10-DEMO | TEMP:91.5 | RPM:3974
[2026-04-09 10:03:24] VIN:TITAN-AI-V10-DEMO | TEMP:93.4 | RPM:5423
[2026-04-09 10:03:25] VIN:TITAN-AI-V10-DEMO | TEMP:92.4 | RPM:3299
[2026-04-09 10:03:26] VIN:TITAN-AI-V10-DEMO | TEMP:93.0 | RPM:3754
[2026-04-09 10:03:27] VIN:TITAN-AI-V10-DEMO | TEMP:93.2 | RPM:2207
[2026-04-09 10:03:28] VIN:TITAN-AI-V10-DEMO | TEMP:93.4 | RPM:4072
[2026-04-09 10:03:29] VIN:TITAN-AI-V10-DEMO | TEMP:91.6 | RPM:5548
[2026-04-09 10:03:30] VIN:TITAN-AI-V10-DEMO | TEMP:91.7 | RPM:3391
[2026-04-09 10:03:31] VIN:TITAN-AI-V10-DEMO | TEMP:91.6 | RPM:4150
[2026-04-09 10:03:32] VIN:TITAN-AI-V10-DEMO | TEMP:93.8 | RPM:3456
[2026-04-09 10:03:33] VIN:TITAN-AI-V10-DEMO | TEMP:92.5 | RPM:2454
[2026-04-09 10:03:35] VIN:TITAN-AI-V10-DEMO | TEMP:92.8 | RPM:4754
[2026-04-09 10:03:36] VIN:TITAN-AI-V10-DEMO | TEMP:92.3 | RPM:5351
[2026-04-09 10:03:37] VIN:TITAN-AI-V10-DEMO | TEMP:93.1 | RPM:2345
[2026-04-09 10:03:37] VIN:TITAN-AI-V10-DEMO | TEMP:92.3 | RPM:3920
[2026-04-09 10:03:38] VIN:TITAN-AI-V10-DEMO | TEMP:93.8 | RPM:3594
[2026-04-09 10:03:39] VIN:TITAN-AI-V10-DEMO | TEMP:92.4 | RPM:3821
[2026-04-09 10:03:40] VIN:TITAN-AI-V10-DEMO | TEMP:92.9 | RPM:4014
[2026-04-09 10:03:41] VIN:TITAN-AI-V10-DEMO | TEMP:94.2 | RPM:3559
[2026-04-09 10:03:42] VIN:TITAN-AI-V10-DEMO | TEMP:93.8 | RPM:5788
[2026-04-09 10:03:43] VIN:TITAN-AI-V10-DEMO | TEMP:92.1 | RPM:3510
[2026-04-09 10:03:44] VIN:TITAN-AI-V10-DEMO | TEMP:92.9 | RPM:3647
[2026-04-09 10:03:45] VIN:TITAN-AI-V10-DEMO | TEMP:92.4 | RPM:4702
[2026-04-09 10:03:46] VIN:TITAN-AI-V10-DEMO | TEMP:92.1 | RPM:3867
[2026-04-09 10:03:47] VIN:TITAN-AI-V10-DEMO | TEMP:94.2 | RPM:5596
[2026-04-09 10:03:48] VIN:TITAN-AI-V10-DEMO | TEMP:93.1 | RPM:4408
[2026-04-09 10:03:49] VIN:TITAN-AI-V10-DEMO | TEMP:94.4 | RPM:3679
[2026-04-09 10:03:51] VIN:TITAN-AI-V10-DEMO | TEMP:93.4 | RPM:3193
[2026-04-09 10:03:52] VIN:TITAN-AI-V10-DEMO | TEMP:93.8 | RPM:4275
[2026-04-09 10:03:54] VIN:TITAN-AI-V10-DEMO | TEMP:94.3 | RPM:4303
[2026-04-09 10:03:55] VIN:TITAN-AI-V10-DEMO | TEMP:92.9 | RPM:3422
[2026-04-09 10:03:56] VIN:TITAN-AI-V10-DEMO | TEMP:93.2 | RPM:3768
[2026-04-09 10:03:57] VIN:TITAN-AI-V10-DEMO | TEMP:92.6 | RPM:2672
[2026-04-09 10:03:59] VIN:TITAN-AI-V10-DEMO | TEMP:93.6 | RPM:5791
[2026-04-09 10:04:00] VIN:TITAN-AI-V10-DEMO | TEMP:93.9 | RPM:3805
[2026-04-09 10:04:01] VIN:TITAN-AI-V10-DEMO | TEMP:94.0 | RPM:4141
[2026-04-09 10:04:02] VIN:TITAN-AI-V10-DEMO | TEMP:92.7 | RPM:4714
[2026-04-09 10:04:03] VIN:TITAN-AI-V10-DEMO | TEMP:92.9 | RPM:3462
[2026-04-09 10:04:04] VIN:TITAN-AI-V10-DEMO | TEMP:93.5 | RPM:3349
[2026-04-09 10:04:05] VIN:TITAN-AI-V10-DEMO | TEMP:93.5 | RPM:3027
[2026-04-09 10:04:06] VIN:TITAN-AI-V10-DEMO | TEMP:94.9 | RPM:2901
[2026-04-09 10:04:07] VIN:TITAN-AI-V10-DEMO | TEMP:93.5 | RPM:5291
[2026-04-09 10:04:08] VIN:TITAN-AI-V10-DEMO | TEMP:93.2 | RPM:5083
[2026-04-09 10:04:09] VIN:TITAN-AI-V10-DEMO | TEMP:94.7 | RPM:2922
[2026-04-09 10:04:10] VIN:TITAN-AI-V10-DEMO | TEMP:93.3 | RPM:2313
[2026-04-09 10:04:11] VIN:TITAN-AI-V10-DEMO | TEMP:93.5 | RPM:3900
[2026-04-09 10:04:12] VIN:TITAN-AI-V10-DEMO | TEMP:93.5 | RPM:5655
[2026-04-09 10:04:13] VIN:TITAN-AI-V10-DEMO | TEMP:93.3 | RPM:3191
[2026-04-09 10:04:14] VIN:TITAN-AI-V10-DEMO | TEMP:94.2 | RPM:2775
[2026-04-09 10:04:15] VIN:TITAN-AI-V10-DEMO | TEMP:94.9 | RPM:3672
[2026-04-09 10:04:16] VIN:TITAN-AI-V10-DEMO | TEMP:95.0 | RPM:4431
[2026-04-09 10:04:17] VIN:TITAN-AI-V10-DEMO | TEMP:94.7 | RPM:4186
[2026-04-09 10:04:18] VIN:TITAN-AI-V10-DEMO | TEMP:93.8 | RPM:3700
[2026-04-09 10:04:19] VIN:TITAN-AI-V10-DEMO | TEMP:95.2 | RPM:3564
[2026-04-09 10:04:20] VIN:TITAN-AI-V10-DEMO | TEMP:95.2 | RPM:5240
[2026-04-09 10:04:21] VIN:TITAN-AI-V10-DEMO | TEMP:93.9 | RPM:4667
[2026-04-09 10:04:22] VIN:TITAN-AI-V10-DEMO | TEMP:93.3 | RPM:2577
[2026-04-09 10:04:23] VIN:TITAN-AI-V10-DEMO | TEMP:93.8 | RPM:3508
[2026-04-09 10:04:24] VIN:TITAN-AI-V10-DEMO | TEMP:94.8 | RPM:3796
[2026-04-09 10:04:25] VIN:TITAN-AI-V10-DEMO | TEMP:94.0 | RPM:3175
[2026-04-09 10:04:26] VIN:TITAN-AI-V10-DEMO | TEMP:93.2 | RPM:2704
[2026-04-09 10:04:27] VIN:TITAN-AI-V10-DEMO | TEMP:94.9 | RPM:4304
[2026-04-09 10:04:28] VIN:TITAN-AI-V10-DEMO | TEMP:95.6 | RPM:3315
[2026-04-09 10:04:29] VIN:TITAN-AI-V10-DEMO | TEMP:95.6 | RPM:3820
[2026-04-09 10:04:30] VIN:TITAN-AI-V10-DEMO | TEMP:93.4 | RPM:2204
[2026-04-09 10:04:31] VIN:TITAN-AI-V10-DEMO | TEMP:93.6 | RPM:3357
[2026-04-09 10:04:32] VIN:TITAN-AI-V10-DEMO | TEMP:95.4 | RPM:3633
[2026-04-09 10:04:33] VIN:TITAN-AI-V10-DEMO | TEMP:94.3 | RPM:5649
[2026-04-09 10:04:34] VIN:TITAN-AI-V10-DEMO | TEMP:95.2 | RPM:4624
[2026-04-09 10:04:35] VIN:TITAN-AI-V10-DEMO | TEMP:93.7 | RPM:2652
[2026-04-09 10:04:36] VIN:TITAN-AI-V10-DEMO | TEMP:95.3 | RPM:4739
[2026-04-09 10:04:37] VIN:TITAN-AI-V10-DEMO | TEMP:94.6 | RPM:3457
[2026-04-09 10:04:38] VIN:TITAN-AI-V10-DEMO | TEMP:95.6 | RPM:3717
[2026-04-09 10:04:39] VIN:TITAN-AI-V10-DEMO | TEMP:95.9 | RPM:5774
[2026-04-09 10:04:40] VIN:TITAN-AI-V10-DEMO | TEMP:93.8 | RPM:4608
[2026-04-09 10:04:41] VIN:TITAN-AI-V10-DEMO | TEMP:94.2 | RPM:3431
[2026-04-09 10:04:42] VIN:TITAN-AI-V10-DEMO | TEMP:93.7 | RPM:4852
[2026-04-09 10:04:43] VIN:TITAN-AI-V10-DEMO | TEMP:93.7 | RPM:5445
[2026-04-09 10:04:44] VIN:TITAN-AI-V10-DEMO | TEMP:94.5 | RPM:2544
[2026-04-09 10:04:45] VIN:TITAN-AI-V10-DEMO | TEMP:95.1 | RPM:4790
[2026-04-09 10:04:46] VIN:TITAN-AI-V10-DEMO | TEMP:95.4 | RPM:3718
[2026-04-09 10:04:47] VIN:TITAN-AI-V10-DEMO | TEMP:94.9 | RPM:3116
[2026-04-09 10:04:48] VIN:TITAN-AI-V10-DEMO | TEMP:95.6 | RPM:4167
[2026-04-09 10:04:49] VIN:TITAN-AI-V10-DEMO | TEMP:95.9 | RPM:3290
[2026-04-09 10:04:50] VIN:TITAN-AI-V10-DEMO | TEMP:94.1 | RPM:2909
[2026-04-09 10:04:51] VIN:TITAN-AI-V10-DEMO | TEMP:94.0 | RPM:3324
[2026-04-09 10:04:52] VIN:TITAN-AI-V10-DEMO | TEMP:94.0 | RPM:2265
[2026-04-09 10:04:53] VIN:TITAN-AI-V10-DEMO | TEMP:94.1 | RPM:2779
[2026-04-09 10:04:54] VIN:TITAN-AI-V10-DEMO | TEMP:95.2 | RPM:2230
[2026-04-09 10:04:55] VIN:TITAN-AI-V10-DEMO | TEMP:95.6 | RPM:4694
[2026-04-09 10:04:56] VIN:TITAN-AI-V10-DEMO | TEMP:94.7 | RPM:3105
[2026-04-09 10:04:57] VIN:TITAN-AI-V10-DEMO | TEMP:95.4 | RPM:4741
[2026-04-09 10:04:58] VIN:TITAN-AI-V10-DEMO | TEMP:96.5 | RPM:5208
[2026-04-09 10:04:59] VIN:TITAN-AI-V10-DEMO | TEMP:95.4 | RPM:5728
[2026-04-09 10:05:00] VIN:TITAN-AI-V10-DEMO | TEMP:94.8 | RPM:2937
[2026-04-09 10:05:01] VIN:TITAN-AI-V10-DEMO | TEMP:95.0 | RPM:4573
[2026-04-09 10:05:02] VIN:TITAN-AI-V10-DEMO | TEMP:94.9 | RPM:5653
[2026-04-09 10:05:03] VIN:TITAN-AI-V10-DEMO | TEMP:96.6 | RPM:4957
[2026-04-09 10:05:04] VIN:TITAN-AI-V10-DEMO | TEMP:96.0 | RPM:5171
[2026-04-09 10:05:05] VIN:TITAN-AI-V10-DEMO | TEMP:95.7 | RPM:4883
[2026-04-09 10:05:06] VIN:TITAN-AI-V10-DEMO | TEMP:94.8 | RPM:3137
[2026-04-09 10:05:07] VIN:TITAN-AI-V10-DEMO | TEMP:96.1 | RPM:4049
[2026-04-09 10:05:08] VIN:TITAN-AI-V10-DEMO | TEMP:95.4 | RPM:5508
[2026-04-09 10:05:09] VIN:TITAN-AI-V10-DEMO | TEMP:94.8 | RPM:2643
[2026-04-09 10:05:10] VIN:TITAN-AI-V10-DEMO | TEMP:95.4 | RPM:4733
[2026-04-09 10:05:11] VIN:TITAN-AI-V10-DEMO | TEMP:96.1 | RPM:4418
[2026-04-09 10:05:12] VIN:TITAN-AI-V10-DEMO | TEMP:95.0 | RPM:3346
[2026-04-09 10:05:13] VIN:TITAN-AI-V10-DEMO | TEMP:96.1 | RPM:4535
[2026-04-09 10:05:14] VIN:TITAN-AI-V10-DEMO | TEMP:95.6 | RPM:2935
[2026-04-09 10:05:15] VIN:TITAN-AI-V10-DEMO | TEMP:95.6 | RPM:3589
[2026-04-09 10:05:16] VIN:TITAN-AI-V10-DEMO | TEMP:97.0 | RPM:3932
[2026-04-09 10:05:17] VIN:TITAN-AI-V10-DEMO | TEMP:97.0 | RPM:5348
[2026-04-09 10:05:18] VIN:TITAN-AI-V10-DEMO | TEMP:96.4 | RPM:3085
[2026-04-09 10:05:19] VIN:TITAN-AI-V10-DEMO | TEMP:96.4 | RPM:5053
[2026-04-09 10:05:58] VIN:TITAN-AI-V10-DEMO | TEMP:97.4 | RPM:4123
[2026-04-09 10:05:59] VIN:TITAN-AI-V10-DEMO | TEMP:96.0 | RPM:3625
[2026-04-09 10:06:01] VIN:TITAN-AI-V10-DEMO | TEMP:97.2 | RPM:3432
[2026-04-09 10:06:02] VIN:TITAN-AI-V10-DEMO | TEMP:97.2 | RPM:5461
[2026-04-09 10:06:03] VIN:TITAN-AI-V10-DEMO | TEMP:97.7 | RPM:3683
[2026-04-09 10:06:04] VIN:TITAN-AI-V10-DEMO | TEMP:98.2 | RPM:5176
[2026-04-09 10:06:05] VIN:TITAN-AI-V10-DEMO | TEMP:97.0 | RPM:3455
[2026-04-09 10:06:06] VIN:TITAN-AI-V10-DEMO | TEMP:98.1 | RPM:5190
[2026-04-09 10:06:07] VIN:TITAN-AI-V10-DEMO | TEMP:96.3 | RPM:4424
[2026-04-09 10:06:08] VIN:TITAN-AI-V10-DEMO | TEMP:96.7 | RPM:3989
[2026-04-09 10:06:09] VIN:TITAN-AI-V10-DEMO | TEMP:97.8 | RPM:3881
[2026-04-09 10:06:12] VIN:TITAN-AI-V10-DEMO | TEMP:97.1 | RPM:3918
[2026-04-09 10:06:13] VIN:TITAN-AI-V10-DEMO | TEMP:97.8 | RPM:3424
[2026-04-09 10:06:14] VIN:TITAN-AI-V10-DEMO | TEMP:96.9 | RPM:5500
[2026-04-09 10:06:15] VIN:TITAN-AI-V10-DEMO | TEMP:97.5 | RPM:2807
[2026-04-09 10:06:17] VIN:TITAN-AI-V10-DEMO | TEMP:97.6 | RPM:2783
[2026-04-09 10:06:18] VIN:TITAN-AI-V10-DEMO | TEMP:97.6 | RPM:2382
[2026-04-09 10:06:18] VIN:TITAN-AI-V10-DEMO | TEMP:98.6 | RPM:5463
[2026-04-09 10:06:20] VIN:TITAN-AI-V10-DEMO | TEMP:97.9 | RPM:4413
[2026-04-09 10:06:21] VIN:TITAN-AI-V10-DEMO | TEMP:97.3 | RPM:4767
[2026-04-09 10:06:22] VIN:TITAN-AI-V10-DEMO | TEMP:98.8 | RPM:4483
[2026-04-09 10:06:24] VIN:TITAN-AI-V10-DEMO | TEMP:97.7 | RPM:5166
[2026-04-09 10:06:25] VIN:TITAN-AI-V10-DEMO | TEMP:98.4 | RPM:5113
[2026-04-09 10:06:26] VIN:TITAN-AI-V10-DEMO | TEMP:98.3 | RPM:3998
[2026-04-09 10:06:27] VIN:TITAN-AI-V10-DEMO | TEMP:97.5 | RPM:5022
[2026-04-09 10:06:28] VIN:TITAN-AI-V10-DEMO | TEMP:97.5 | RPM:2848
[2026-04-09 10:06:29] VIN:TITAN-AI-V10-DEMO | TEMP:98.3 | RPM:3295
[2026-04-09 10:06:30] VIN:TITAN-AI-V10-DEMO | TEMP:98.7 | RPM:3749
[2026-04-09 10:06:31] VIN:TITAN-AI-V10-DEMO | TEMP:91.8 | RPM:3444
[2026-04-09 10:06:32] VIN:TITAN-AI-V10-DEMO | TEMP:92.4 | RPM:4797
[2026-04-09 10:06:33] VIN:TITAN-AI-V10-DEMO | TEMP:92.5 | RPM:5511
[2026-04-09 10:06:34] VIN:TITAN-AI-V10-DEMO | TEMP:91.5 | RPM:4827
[2026-04-09 10:06:35] VIN:TITAN-AI-V10-DEMO | TEMP:90.8 | RPM:3454
[2026-04-09 10:06:36] VIN:TITAN-AI-V10-DEMO | TEMP:92.3 | RPM:5246
[2026-04-09 10:06:37] VIN:TITAN-AI-V10-DEMO | TEMP:92.5 | RPM:4713
[2026-04-09 10:06:38] VIN:TITAN-AI-V10-DEMO | TEMP:90.5 | RPM:5085
[2026-04-09 10:06:39] VIN:TITAN-AI-V10-DEMO | TEMP:92.5 | RPM:2407
[2026-04-09 10:06:40] VIN:TITAN-AI-V10-DEMO | TEMP:92.0 | RPM:4773
[2026-04-09 10:06:41] VIN:TITAN-AI-V10-DEMO | TEMP:92.8 | RPM:4649
[2026-04-09 10:06:42] VIN:TITAN-AI-V10-DEMO | TEMP:90.9 | RPM:5730
[2026-04-09 10:06:43] VIN:TITAN-AI-V10-DEMO | TEMP:91.4 | RPM:4324
[2026-04-09 10:06:44] VIN:TITAN-AI-V10-DEMO | TEMP:92.7 | RPM:5643
[2026-04-09 10:06:45] VIN:TITAN-AI-V10-DEMO | TEMP:91.9 | RPM:5655
[2026-04-09 10:06:46] VIN:TITAN-AI-V10-DEMO | TEMP:91.5 | RPM:5691
[2026-04-09 10:06:47] VIN:TITAN-AI-V10-DEMO | TEMP:91.8 | RPM:4559
[2026-04-09 10:06:48] VIN:TITAN-AI-V10-DEMO | TEMP:91.2 | RPM:3765
[2026-04-09 10:06:49] VIN:TITAN-AI-V10-DEMO | TEMP:91.5 | RPM:5707
[2026-04-09 10:06:50] VIN:TITAN-AI-V10-DEMO | TEMP:92.0 | RPM:2498
[2026-04-09 10:06:51] VIN:TITAN-AI-V10-DEMO | TEMP:92.2 | RPM:5321
[2026-04-09 10:06:52] VIN:TITAN-AI-V10-DEMO | TEMP:92.0 | RPM:4378
[2026-04-09 10:06:53] VIN:TITAN-AI-V10-DEMO | TEMP:91.0 | RPM:5190
[2026-04-09 10:06:54] VIN:TITAN-AI-V10-DEMO | TEMP:92.8 | RPM:3481
[2026-04-09 10:06:55] VIN:TITAN-AI-V10-DEMO | TEMP:91.5 | RPM:5464
[2026-04-09 10:06:56] VIN:TITAN-AI-V10-DEMO | TEMP:91.4 | RPM:2840
[2026-04-09 10:06:57] VIN:TITAN-AI-V10-DEMO | TEMP:91.3 | RPM:3638
[2026-04-09 10:06:58] VIN:TITAN-AI-V10-DEMO | TEMP:93.3 | RPM:5253
